XMEAS(1),XMEAS(2),XMEAS(3),XMEAS(4),XMEAS(5),XMEAS(6),XMEAS(7),XMEAS(8),XMEAS(9),XMEAS(10),XMEAS(11),XMEAS(12),XMEAS(13),XMEAS(14),XMEAS(15),XMEAS(16),XMEAS(17),XMEAS(18),XMEAS(19),XMEAS(20),XMEAS(21),XMEAS(22),XMEAS(23),XMEAS(24),XMEAS(25),XMEAS(26),XMEAS(27),XMEAS(28),XMEAS(29),XMEAS(30),XMEAS(31),XMEAS(32),XMEAS(33),XMEAS(34),XMEAS(35),XMEAS(36),XMEAS(37),XMEAS(38),XMEAS(39),XMEAS(40),XMEAS(41),XMV(1),XMV(2),XMV(3),XMV(4),XMV(5),XMV(6),XMV(7),XMV(8),XMV(9),XMV(10),XMV(11),label
0.23,3640.00,4490.00,9.29,26.80,42.30,2710.00,75.20,120.00,0.33,80.20,49.70,2640.00,25.00,49.70,3110.00,23.50,65.50,224.00,341.00,94.70,77.50,32.20,8.86,26.60,6.78,18.50,1.65,33.00,13.80,24.10,1.32,18.90,2.27,4.81,2.22,0.02,0.85,0.11,54.30,44.40,62.20,53.90,22.30,60.60,22.60,39.10,37.30,45.90,46.00,41.50,16.70,0.00
0.23,3650.00,4500.00,9.49,26.90,42.10,2710.00,74.30,120.00,0.33,80.10,49.20,2640.00,24.00,49.70,3110.00,22.30,65.50,226.00,341.00,94.70,77.20,32.20,8.86,26.60,6.78,18.50,1.65,33.00,13.80,24.10,1.32,18.90,2.27,4.81,2.22,0.01,0.84,0.08,54.30,44.00,61.90,53.80,22.30,61.60,21.90,38.80,35.70,45.90,46.40,40.60,19.70,0.00
0.24,3710.00,4530.00,9.36,26.80,42.50,2710.00,75.30,120.00,0.33,80.10,50.90,2640.00,25.90,47.20,3110.00,23.50,65.50,227.00,341.00,94.70,77.30,32.30,8.75,26.70,7.00,18.30,1.67,32.80,13.80,24.60,1.36,18.90,2.28,4.77,2.22,0.01,0.84,0.08,54.30,44.00,63.10,54.40,23.50,61.40,21.90,39.40,40.60,40.10,46.40,41.10,16.80,0.00
0.24,3680.00,4530.00,9.43,26.90,42.40,2710.00,75.20,120.00,0.33,79.90,50.70,2640.00,24.80,49.90,3110.00,21.80,65.50,228.00,340.00,94.50,77.10,32.30,8.75,26.70,7.00,18.30,1.67,32.80,13.80,24.60,1.36,18.90,2.28,4.77,2.22,0.01,0.84,0.08,54.30,44.00,63.70,54.30,23.20,58.50,22.00,39.70,40.10,46.30,46.40,40.80,21.00,0.00
0.23,3650.00,4570.00,9.32,27.20,42.30,2710.00,75.10,120.00,0.33,79.80,49.00,2640.00,24.80,51.30,3110.00,24.30,65.50,227.00,341.00,94.80,76.90,32.10,8.95,26.50,6.81,18.70,1.64,32.50,13.80,24.00,1.11,18.80,2.28,4.87,2.31,0.01,0.84,0.08,54.30,44.00,62.30,54.50,22.80,60.70,22.00,39.90,35.30,49.60,46.70,40.20,15.00,0.00
0.23,3630.00,4540.00,9.26,26.70,42.10,2710.00,74.60,120.00,0.34,80.00,50.20,2640.00,23.60,51.50,3110.00,23.10,65.50,230.00,340.00,94.60,77.30,32.10,8.95,26.50,6.81,18.70,1.64,32.50,13.80,24.00,1.11,18.80,2.28,4.87,2.31,0.01,0.84,0.08,54.30,44.00,62.60,54.80,22.90,59.80,22.10,39.00,38.80,49.90,46.60,40.80,17.90,0.00
0.25,3660.00,4540.00,9.33,27.10,42.30,2710.00,75.10,120.00,0.34,80.10,51.10,2640.00,25.50,50.00,3110.00,23.40,65.50,226.00,340.00,94.80,77.30,32.30,8.80,26.50,6.89,19.00,1.70,32.90,13.90,24.50,1.21,18.50,2.26,4.80,2.31,0.02,0.83,0.08,54.00,44.00,63.60,53.80,24.50,60.50,22.10,39.10,41.40,46.40,47.00,40.50,17.10,0.00
0.25,3680.00,4520.00,9.36,27.00,42.30,2710.00,74.30,120.00,0.33,79.80,49.10,2640.00,25.50,50.50,3110.00,22.80,65.50,226.00,340.00,94.50,77.00,32.30,8.80,26.50,6.89,19.00,1.70,32.90,13.90,24.50,1.21,18.50,2.26,4.80,2.31,0.02,0.83,0.08,54.00,44.00,63.30,54.10,24.10,60.50,21.70,39.90,35.60,47.80,47.00,41.60,18.60,0.00
0.23,3650.00,4480.00,9.18,26.90,42.40,2710.00,74.20,120.00,0.34,80.10,51.00,2640.00,23.00,49.60,3110.00,23.20,65.50,229.00,340.00,94.70,77.50,31.50,8.85,26.90,6.90,19.00,1.63,32.50,13.80,23.90,1.28,18.60,2.27,4.83,2.30,0.02,0.83,0.08,54.00,44.00,63.10,54.00,22.70,63.80,22.50,40.40,41.10,45.60,46.80,40.60,17.50,0.00
0.23,3660.00,4500.00,9.32,27.10,42.10,2710.00,74.70,120.00,0.34,80.20,52.10,2640.00,25.10,52.10,3110.00,22.60,65.60,229.00,340.00,94.50,77.50,31.50,8.85,26.90,6.90,19.00,1.63,32.50,13.80,23.90,1.28,18.60,2.27,4.83,2.30,0.02,0.83,0.08,54.00,44.00,63.00,53.70,22.80,61.40,22.20,40.20,44.30,51.50,46.90,41.40,18.90,0.00
0.31,3700.00,4490.00,9.38,27.00,42.20,2710.00,75.30,120.00,0.32,80.30,49.70,2640.00,23.20,50.70,3110.00,22.60,65.60,229.00,340.00,94.60,77.30,31.40,8.78,26.80,7.08,18.50,1.66,32.60,13.70,24.10,1.21,18.60,2.27,4.82,2.25,0.02,0.83,0.08,54.00,44.00,62.20,53.80,30.40,59.40,22.20,38.50,37.30,48.10,47.00,40.90,18.90,0.00
0.31,3670.00,4490.00,9.32,26.90,42.50,2710.00,75.20,120.00,0.32,80.00,50.10,2640.00,24.30,49.80,3110.00,23.60,65.70,227.00,340.00,94.60,76.90,31.40,8.78,26.80,7.08,18.50,1.66,32.60,13.70,24.10,1.21,18.60,2.27,4.82,2.25,0.01,0.85,0.11,53.80,43.60,62.70,53.80,30.50,61.70,21.70,38.60,38.50,46.10,47.00,41.60,16.60,0.00
0.33,3590.00,4580.00,9.31,26.90,42.80,2710.00,75.20,120.00,0.31,80.00,51.60,2640.00,25.70,49.60,3110.00,24.00,65.60,228.00,340.00,94.60,77.20,32.10,8.88,26.50,6.95,19.10,1.65,32.80,14.00,24.50,1.10,18.60,2.30,4.81,2.26,0.01,0.85,0.11,53.80,43.60,62.40,54.00,32.10,61.20,22.20,38.20,42.90,45.50,46.90,41.40,15.70,0.00
0.33,3640.00,4560.00,9.33,26.90,42.60,2710.00,75.10,120.00,0.32,79.90,47.40,2640.00,25.50,50.30,3110.00,23.40,65.60,229.00,341.00,94.70,77.10,32.10,8.88,26.50,6.95,19.10,1.65,32.80,14.00,24.50,1.10,18.60,2.30,4.81,2.26,0.01,0.85,0.11,53.80,43.60,61.50,54.10,32.10,60.00,22.40,37.50,30.50,47.30,46.90,39.60,17.10,0.00
0.26,3660.00,4500.00,9.37,27.00,42.60,2710.00,74.70,120.00,0.35,79.70,51.80,2640.00,24.60,50.30,3110.00,22.80,65.50,229.00,342.00,94.70,76.90,31.30,8.82,27.20,6.64,19.10,1.64,32.10,13.80,24.40,1.23,19.00,2.27,4.82,2.25,0.01,0.85,0.11,53.80,43.60,62.30,53.40,25.60,59.80,22.60,41.20,43.40,47.10,46.80,41.40,18.60,0.00
0.26,3630.00,4460.00,9.27,26.60,42.30,2710.00,74.30,120.00,0.35,79.80,50.10,2640.00,25.30,50.50,3110.00,23.20,65.50,229.00,341.00,94.80,77.60,31.30,8.82,27.20,6.64,19.10,1.64,32.10,13.80,24.40,1.23,19.00,2.27,4.82,2.25,0.01,0.85,0.11,53.80,43.60,62.70,53.90,25.60,61.30,22.20,40.80,38.50,47.60,46.90,40.30,17.50,0.00
0.34,3720.00,4480.00,9.38,26.80,42.50,2720.00,74.70,120.00,0.32,80.10,49.60,2640.00,25.50,50.00,3110.00,22.50,65.50,228.00,342.00,94.50,77.40,32.20,8.89,26.50,6.75,18.70,1.63,32.80,13.80,24.20,1.20,18.40,2.21,4.84,2.27,0.02,0.82,0.10,53.20,43.50,64.10,53.60,33.70,61.80,22.10,38.20,36.90,46.60,47.30,41.80,19.30,0.00
0.34,3710.00,4510.00,9.24,27.20,42.70,2720.00,75.00,120.00,0.32,80.10,50.30,2650.00,25.60,49.60,3110.00,23.00,65.60,232.00,342.00,94.30,77.50,32.20,8.89,26.50,6.75,18.70,1.63,32.80,13.80,24.20,1.20,18.40,2.21,4.84,2.27,0.02,0.82,0.10,53.20,43.50,64.20,53.20,33.50,64.00,22.60,38.50,39.00,45.60,47.20,41.20,18.10,0.00
0.27,3710.00,4490.00,9.36,26.70,42.60,2710.00,75.30,120.00,0.33,80.10,48.40,2640.00,26.60,49.60,3110.00,22.40,65.70,231.00,342.00,94.30,76.90,32.40,9.07,26.20,6.79,18.80,1.64,32.80,13.90,24.30,1.41,18.40,2.25,4.79,2.29,0.02,0.82,0.10,53.20,43.50,63.30,54.40,25.90,62.50,22.30,37.90,33.30,45.60,47.50,41.70,19.40,0.00
0.26,3690.00,4510.00,9.32,27.10,42.00,2710.00,74.70,120.00,0.32,79.70,49.90,2640.00,25.40,51.10,3110.00,22.70,65.60,232.00,342.00,94.50,76.60,32.40,9.07,26.20,6.79,18.80,1.64,32.80,13.90,24.30,1.41,18.40,2.25,4.79,2.29,0.02,0.82,0.10,53.20,43.50,63.70,54.20,26.20,61.70,22.50,38.40,37.90,49.10,47.60,41.30,18.80,0.00
0.24,3690.00,4520.00,9.31,26.80,42.40,2700.00,75.30,120.00,0.34,79.40,52.60,2630.00,25.20,51.80,3100.00,23.90,65.60,233.00,342.00,94.50,76.30,32.20,8.87,26.70,7.01,18.80,1.69,33.30,13.70,24.10,1.09,18.80,2.29,4.84,2.34,0.02,0.82,0.10,53.20,43.50,63.50,53.80,24.10,60.70,22.40,40.20,45.60,50.70,47.60,41.30,16.10,0.00
0.24,3700.00,4480.00,9.26,26.90,42.50,2700.00,74.70,120.00,0.34,79.50,49.60,2630.00,23.80,48.70,3100.00,23.50,65.50,232.00,342.00,94.80,77.20,32.20,8.87,26.70,7.01,18.80,1.69,33.30,13.70,24.10,1.09,18.80,2.29,4.84,2.34,0.02,0.85,0.10,54.00,44.00,63.40,54.30,24.20,63.00,22.20,39.60,37.00,43.40,47.10,40.70,16.80,0.00
0.27,3670.00,4530.00,9.21,27.20,42.30,2710.00,74.90,120.00,0.31,79.90,49.90,2630.00,25.20,50.50,3100.00,23.00,65.50,231.00,342.00,94.50,77.30,32.00,8.98,26.30,6.85,18.80,1.67,33.10,14.00,24.30,1.38,18.40,2.26,4.74,2.23,0.02,0.85,0.10,54.00,44.00,61.90,53.90,26.00,63.30,23.00,37.00,37.90,47.60,47.00,41.00,18.00,0.00
0.26,3620.00,4510.00,9.23,26.80,42.10,2710.00,74.50,120.00,0.31,79.80,50.30,2630.00,25.10,48.40,3100.00,23.30,65.50,229.00,342.00,94.80,76.80,32.00,8.98,26.30,6.85,18.80,1.67,33.10,14.00,24.30,1.38,18.40,2.26,4.74,2.23,0.02,0.85,0.10,54.00,44.00,62.80,54.10,26.20,61.70,22.20,37.00,39.10,42.70,47.00,40.30,17.50,0.00
0.28,3690.00,4560.00,9.35,26.90,42.40,2710.00,75.40,120.00,0.35,80.00,50.70,2640.00,26.10,50.90,3100.00,23.10,65.50,230.00,342.00,94.50,77.60,32.20,8.78,25.80,6.87,18.70,1.66,33.20,13.90,24.20,1.38,18.30,2.26,4.73,2.28,0.02,0.85,0.10,54.00,44.00,63.00,53.40,27.50,61.60,22.30,42.30,40.30,48.60,46.70,41.40,17.90,0.00
0.28,3710.00,4500.00,9.35,26.90,42.30,2710.00,74.70,120.00,0.35,80.20,49.30,2640.00,26.90,50.50,3110.00,23.30,65.60,230.00,342.00,94.70,77.80,32.20,8.78,25.80,6.87,18.70,1.66,33.20,13.90,24.20,1.38,18.30,2.26,4.73,2.28,0.02,0.85,0.10,54.00,44.00,62.60,54.10,27.60,62.30,22.40,42.10,35.90,47.80,46.50,41.10,17.50,0.00
0.26,3670.00,4530.00,9.21,27.20,42.20,2710.00,75.60,120.00,0.34,80.30,49.50,2640.00,24.70,48.80,3110.00,22.70,65.70,228.00,341.00,94.50,77.60,31.50,9.03,26.30,6.98,19.10,1.65,33.00,13.90,24.10,1.17,18.80,2.27,4.74,2.31,0.02,0.85,0.11,54.40,43.50,63.20,54.00,25.50,61.90,22.50,39.90,36.50,43.70,47.30,41.10,18.70,0.00
0.26,3660.00,4520.00,9.27,26.80,42.90,2710.00,75.10,120.00,0.34,80.10,48.00,2640.00,23.60,50.20,3100.00,23.50,65.70,228.00,342.00,94.60,77.20,31.50,9.03,26.30,6.98,19.10,1.65,33.00,13.90,24.10,1.17,18.80,2.27,4.74,2.31,0.02,0.85,0.11,54.40,43.50,63.30,54.20,25.40,60.10,22.40,40.30,32.20,47.10,47.50,40.50,16.90,0.00
0.33,3650.00,4480.00,9.21,27.10,42.00,2710.00,73.90,120.00,0.35,80.00,51.50,2630.00,23.60,48.40,3100.00,23.20,65.70,229.00,342.00,94.60,77.30,32.30,8.95,26.70,6.87,19.00,1.66,32.60,13.90,23.90,1.30,18.00,2.25,4.83,2.32,0.02,0.85,0.11,54.40,43.50,62.40,53.50,32.30,63.60,22.30,40.00,42.40,42.90,47.60,40.70,17.50,0.00
0.33,3610.00,4480.00,9.28,26.90,42.40,2710.00,75.40,120.00,0.34,80.00,47.30,2640.00,23.10,48.60,3100.00,23.50,65.70,231.00,342.00,94.60,77.60,32.30,8.95,26.70,6.87,19.00,1.66,32.60,13.90,23.90,1.30,18.00,2.25,4.83,2.32,0.02,0.85,0.11,54.40,43.50,63.00,53.50,32.20,61.60,22.60,40.60,30.10,43.30,47.60,40.90,16.90,0.00
0.26,3650.00,4450.00,9.27,26.80,42.00,2710.00,75.40,120.00,0.34,80.10,49.10,2640.00,24.60,49.70,3100.00,23.70,65.70,231.00,342.00,94.50,77.60,32.20,9.09,26.50,6.86,18.70,1.67,32.80,13.90,24.00,1.37,18.90,2.22,4.87,2.19,0.02,0.85,0.11,54.40,43.50,63.40,54.10,25.00,63.00,22.70,39.90,35.30,45.80,47.80,41.60,16.40,0.00
0.25,3650.00,4500.00,9.24,26.90,42.20,2710.00,74.90,120.00,0.34,80.20,51.90,2640.00,24.90,49.50,3100.00,22.40,65.80,233.00,343.00,94.60,77.20,32.20,9.09,26.50,6.86,18.70,1.67,32.80,13.90,24.00,1.37,18.90,2.22,4.87,2.19,0.02,0.87,0.12,54.10,44.30,63.30,53.60,25.20,63.20,22.60,40.00,43.80,45.30,47.70,41.50,19.40,0.00
0.26,3660.00,4540.00,9.36,26.60,42.20,2700.00,75.80,120.00,0.35,79.90,50.60,2630.00,28.70,48.50,3100.00,22.90,65.80,232.00,342.00,94.60,76.50,32.10,9.15,25.80,6.84,18.50,1.64,33.40,13.90,23.80,1.13,18.60,2.30,4.84,2.32,0.02,0.87,0.12,54.10,44.30,63.30,53.80,26.00,60.00,22.30,40.40,39.80,43.10,47.90,41.00,18.40,0.00
0.26,3630.00,4470.00,9.32,26.40,42.00,2700.00,75.30,120.00,0.34,79.80,47.50,2630.00,26.10,48.70,3100.00,22.80,65.70,231.00,342.00,94.80,77.30,32.10,9.15,25.80,6.84,18.50,1.64,33.40,13.90,23.80,1.13,18.60,2.30,4.84,2.32,0.02,0.87,0.12,54.10,44.30,63.90,54.70,26.30,59.80,22.20,40.80,30.80,43.60,48.20,40.60,18.50,0.00
0.28,3670.00,4550.00,9.20,26.80,42.30,2700.00,75.80,120.00,0.35,79.90,50.50,2630.00,24.80,51.30,3100.00,22.80,65.70,233.00,342.00,94.40,77.50,32.00,8.79,26.00,6.93,19.30,1.64,33.00,13.80,24.00,1.02,19.20,2.27,4.80,2.30,0.02,0.87,0.12,54.10,44.30,63.40,54.20,27.70,60.90,22.20,40.50,39.50,49.50,48.10,40.80,18.60,0.00
0.28,3680.00,4480.00,9.32,27.10,42.40,2710.00,75.50,120.00,0.34,80.10,51.10,2630.00,25.30,51.50,3100.00,22.50,65.80,234.00,342.00,94.80,77.40,32.00,8.79,26.00,6.93,19.30,1.64,33.00,13.80,24.00,1.02,19.20,2.27,4.80,2.30,0.02,0.87,0.12,54.10,44.30,63.10,54.90,27.70,62.40,22.80,40.80,41.30,50.00,48.20,41.00,19.30,0.00
0.28,3650.00,4450.00,9.35,26.80,42.40,2710.00,75.00,120.00,0.33,80.10,50.60,2630.00,25.30,49.30,3100.00,24.10,65.80,237.00,342.00,94.30,77.60,32.00,8.90,26.40,7.06,18.50,1.63,33.30,14.00,23.80,1.26,18.80,2.24,4.80,2.27,0.00,0.84,0.11,53.10,43.50,62.90,53.40,28.20,60.40,22.60,39.40,39.80,45.00,48.70,41.90,15.40,0.00
0.28,3630.00,4490.00,9.31,26.80,42.60,2710.00,75.90,120.00,0.33,80.20,48.30,2630.00,25.90,50.50,3100.00,22.40,65.90,237.00,342.00,94.70,77.20,32.00,8.90,26.40,7.06,18.50,1.63,33.30,14.00,23.80,1.26,18.80,2.24,4.80,2.27,0.00,0.84,0.11,53.10,43.50,63.20,52.90,28.10,59.40,22.40,39.00,33.20,47.70,49.10,40.50,19.40,0.00
0.29,3600.00,4570.00,9.32,27.00,42.40,2700.00,76.00,120.00,0.36,80.00,51.00,2630.00,24.70,49.90,3100.00,21.80,66.00,237.00,343.00,94.60,76.80,32.20,8.96,26.20,6.96,18.80,1.63,33.40,13.90,23.70,1.23,18.70,2.24,4.77,2.27,0.00,0.84,0.11,53.10,43.50,62.60,53.90,28.60,61.90,22.60,42.20,41.20,46.20,49.50,41.40,21.00,0.00
0.29,3640.00,4540.00,9.33,27.30,42.40,2700.00,74.70,120.00,0.36,79.80,49.50,2630.00,25.10,49.40,3100.00,23.70,65.90,239.00,343.00,94.90,77.10,32.20,8.96,26.20,6.96,18.80,1.63,33.40,13.90,23.70,1.23,18.70,2.24,4.77,2.27,0.00,0.84,0.11,53.10,43.50,61.90,54.40,28.90,60.50,22.60,42.40,36.50,45.10,49.70,40.50,16.40,0.00
0.27,3620.00,4510.00,9.24,26.80,41.80,2710.00,75.40,120.00,0.35,80.00,49.30,2640.00,26.10,49.90,3100.00,22.70,65.90,240.00,343.00,94.60,77.50,32.40,8.88,26.10,6.70,18.90,1.65,33.10,14.00,23.60,1.36,17.80,2.26,4.97,2.34,0.00,0.84,0.11,53.10,43.50,62.90,53.90,26.60,62.70,22.90,41.20,36.10,46.30,50.00,40.90,18.70,0.00
0.27,3650.00,4490.00,9.20,27.20,41.80,2710.00,75.30,120.00,0.35,80.20,49.50,2640.00,24.80,50.30,3100.00,22.80,66.00,239.00,343.00,94.80,77.60,32.40,8.88,26.10,6.70,18.90,1.65,33.10,14.00,23.60,1.36,17.80,2.26,4.97,2.34,0.01,0.85,0.11,53.30,43.50,62.40,54.20,26.70,62.40,23.10,41.20,36.80,47.30,49.90,40.90,18.40,0.00
0.25,3720.00,4500.00,9.30,27.00,42.10,2710.00,76.00,120.00,0.35,80.10,49.80,2630.00,25.40,50.90,3100.00,22.90,66.10,241.00,343.00,94.50,77.20,32.50,8.89,26.30,6.87,19.00,1.65,33.20,13.80,24.10,1.38,18.40,2.25,4.83,2.32,0.01,0.85,0.11,53.30,43.50,63.50,53.70,24.50,62.00,22.50,42.50,37.50,48.60,49.80,41.40,18.20,0.00
0.25,3680.00,4490.00,9.44,26.90,42.70,2700.00,75.80,120.00,0.35,80.20,51.40,2630.00,24.20,51.00,3100.00,22.30,66.10,239.00,343.00,94.50,77.40,32.50,8.89,26.30,6.87,19.00,1.65,33.20,13.80,24.10,1.38,18.40,2.25,4.83,2.32,0.01,0.85,0.11,53.30,43.50,64.30,53.80,24.30,62.00,22.40,42.50,42.20,48.90,50.00,41.30,19.80,0.00
0.24,3680.00,4480.00,9.32,27.00,42.70,2700.00,73.80,120.00,0.33,80.00,50.50,2630.00,26.30,49.30,3100.00,22.80,66.10,240.00,343.00,94.50,77.20,32.50,8.90,25.90,6.70,18.80,1.66,33.00,13.90,24.20,1.28,18.20,2.27,4.81,2.32,0.01,0.85,0.11,53.30,43.50,62.70,53.80,23.50,61.70,22.40,39.10,39.50,45.00,50.10,41.80,18.50,0.00
0.24,3680.00,4490.00,9.42,26.70,42.50,2700.00,75.50,120.00,0.33,80.00,49.90,2630.00,24.10,50.10,3100.00,22.30,66.10,241.00,343.00,94.60,77.10,32.50,8.90,25.90,6.70,18.80,1.66,33.00,13.90,24.20,1.28,18.20,2.27,4.81,2.32,0.01,0.85,0.11,53.30,43.50,62.90,53.70,23.60,60.10,22.40,38.90,37.90,46.80,50.10,41.40,19.70,0.00
0.23,3720.00,4460.00,9.33,27.10,42.40,2700.00,73.80,120.00,0.34,79.90,49.70,2630.00,25.50,49.50,3090.00,21.90,66.10,241.00,343.00,94.60,77.00,32.30,8.91,26.10,6.91,18.60,1.64,33.40,13.80,23.50,1.24,18.70,2.23,4.88,2.23,0.01,0.84,0.10,54.00,43.90,63.70,54.50,22.80,63.00,22.50,40.10,37.30,45.40,50.40,40.80,20.70,0.00
0.23,3700.00,4500.00,9.28,26.70,41.70,2700.00,74.10,120.00,0.34,80.10,48.50,2630.00,24.50,50.10,3090.00,22.70,66.10,245.00,342.00,94.50,77.30,32.30,8.91,26.10,6.91,18.60,1.64,33.40,13.80,23.50,1.24,18.70,2.23,4.88,2.23,0.01,0.84,0.10,54.00,43.90,64.00,54.00,22.70,60.60,22.40,40.00,33.70,46.90,50.30,42.20,18.80,0.00
0.25,3630.00,4520.00,9.30,26.80,42.80,2700.00,75.30,120.00,0.33,80.10,49.50,2630.00,24.40,50.00,3100.00,22.40,66.20,243.00,342.00,94.50,77.30,32.40,8.95,25.80,6.97,18.70,1.66,33.50,13.90,23.80,1.40,18.60,2.28,4.79,2.30,0.01,0.84,0.10,54.00,43.90,63.40,54.20,24.40,61.80,22.30,39.60,36.50,46.50,50.70,41.10,19.40,0.00
0.25,3700.00,4530.00,9.31,26.60,42.30,2700.00,74.70,120.00,0.34,80.30,49.40,2630.00,24.80,49.40,3100.00,22.00,66.20,242.00,342.00,94.50,77.60,32.40,8.95,25.80,6.97,18.70,1.66,33.50,13.90,23.80,1.40,18.60,2.28,4.79,2.30,0.01,0.84,0.10,54.00,43.90,62.30,54.00,24.60,59.30,22.30,39.40,36.30,45.00,50.90,41.10,20.30,0.00
0.24,3630.00,4510.00,9.34,27.00,42.30,2700.00,75.10,120.00,0.35,80.20,49.70,2630.00,26.10,51.90,3100.00,22.70,66.30,243.00,342.00,94.60,77.60,32.10,9.02,26.20,6.95,19.00,1.64,32.90,13.90,23.80,1.28,18.20,2.29,4.81,2.43,0.01,0.84,0.10,54.00,43.90,62.90,54.10,23.30,61.90,22.30,41.70,37.10,51.00,51.10,41.20,18.70,0.00
0.24,3630.00,4560.00,9.38,26.90,42.30,2700.00,74.90,120.00,0.35,80.30,49.10,2630.00,25.30,49.80,3100.00,23.10,66.30,242.00,342.00,94.70,77.40,32.10,9.02,26.20,6.95,19.00,1.64,32.90,13.90,23.80,1.28,18.20,2.29,4.81,2.43,0.01,0.85,0.10,54.70,43.80,62.90,53.50,23.40,61.20,22.00,41.50,35.60,46.10,51.20,40.90,17.70,0.00
0.26,3630.00,4450.00,9.29,26.60,42.10,2700.00,74.00,120.00,0.35,80.30,49.60,2630.00,24.20,49.50,3100.00,22.80,66.30,244.00,342.00,94.70,77.60,32.70,8.88,26.60,6.86,18.80,1.62,33.20,14.00,23.70,1.25,18.30,2.29,4.85,2.42,0.01,0.85,0.10,54.70,43.80,63.10,54.00,26.20,60.50,22.30,41.10,37.00,45.40,51.10,41.00,18.40,0.00
0.26,3640.00,4460.00,9.40,27.20,42.20,2700.00,75.20,120.00,0.35,80.10,49.90,2630.00,24.80,50.80,3100.00,22.30,66.30,244.00,342.00,94.60,77.30,32.70,8.88,26.60,6.86,18.80,1.62,33.20,14.00,23.70,1.25,18.30,2.29,4.85,2.42,0.01,0.85,0.10,54.70,43.80,62.80,53.90,26.10,63.10,22.20,41.30,37.80,48.40,51.20,40.40,19.60,0.00
0.21,3690.00,4500.00,9.47,27.10,42.30,2700.00,74.90,120.00,0.36,80.10,49.30,2630.00,26.30,48.90,3100.00,23.80,66.30,245.00,342.00,94.70,77.60,32.10,8.97,26.20,6.84,18.70,1.63,33.40,13.80,24.00,1.29,18.50,2.32,4.87,2.33,0.01,0.85,0.10,54.70,43.80,62.80,53.90,20.10,60.30,22.20,42.30,36.00,44.10,51.20,41.30,16.10,0.00
0.21,3680.00,4530.00,9.31,26.80,42.00,2700.00,74.80,120.00,0.36,80.30,49.40,2630.00,25.40,50.50,3100.00,23.60,66.30,247.00,342.00,94.60,77.40,32.10,8.97,26.20,6.84,18.70,1.63,33.40,13.80,24.00,1.29,18.50,2.32,4.87,2.33,0.01,0.85,0.10,54.70,43.80,63.00,53.60,20.20,64.90,22.30,42.60,36.30,47.60,51.20,40.60,16.50,0.00
0.26,3680.00,4500.00,9.41,27.20,42.40,2700.00,75.00,120.00,0.34,80.20,51.60,2630.00,25.30,50.20,3100.00,22.50,66.40,247.00,342.00,94.70,77.10,32.10,8.89,26.60,6.87,19.00,1.66,33.50,13.70,24.10,1.09,18.10,2.24,4.86,2.17,0.01,0.83,0.09,53.50,43.70,63.20,54.30,25.60,61.00,22.30,40.40,42.70,46.90,51.50,41.40,19.10,0.00
0.26,3690.00,4490.00,9.28,26.70,42.30,2700.00,74.20,120.00,0.34,80.10,49.60,2630.00,24.50,49.60,3100.00,23.00,66.30,247.00,342.00,94.50,77.10,32.10,8.89,26.60,6.87,19.00,1.66,33.50,13.70,24.10,1.09,18.10,2.24,4.86,2.17,0.01,0.83,0.09,53.50,43.70,62.90,54.40,25.80,61.60,22.00,40.20,37.00,45.60,51.60,41.40,18.10,0.00
0.27,3680.00,4440.00,9.33,27.00,42.20,2700.00,75.90,120.00,0.32,80.20,49.90,2630.00,26.00,51.30,3100.00,22.50,66.30,246.00,342.00,94.70,77.60,32.70,8.89,26.40,7.08,19.30,1.66,33.00,14.00,23.90,1.27,18.20,2.29,4.87,2.42,0.01,0.83,0.09,53.50,43.70,62.90,54.30,26.10,60.40,22.40,38.40,37.80,49.50,51.90,41.30,19.10,0.00
0.27,3660.00,4470.00,9.34,26.80,42.50,2700.00,74.70,120.00,0.32,80.30,50.10,2630.00,25.20,50.50,3100.00,23.50,66.40,247.00,342.00,94.50,77.60,32.70,8.89,26.40,7.08,19.30,1.66,33.00,14.00,23.90,1.27,18.20,2.29,4.87,2.42,0.01,0.83,0.09,53.50,43.70,63.20,53.90,26.30,59.20,22.10,38.30,38.40,47.70,51.90,41.00,16.70,0.00
0.21,3600.00,4450.00,9.45,27.00,41.80,2700.00,74.90,120.00,0.36,80.30,48.90,2630.00,24.20,48.70,3100.00,23.00,66.40,247.00,342.00,94.70,77.40,32.10,8.84,25.90,6.65,18.50,1.65,33.20,13.90,24.30,1.44,18.40,2.25,4.83,2.24,0.01,0.83,0.09,53.50,43.70,62.30,53.30,19.90,59.70,22.70,42.50,34.70,43.60,52.10,41.20,18.00,0.00
0.20,3580.00,4470.00,9.39,26.70,42.40,2700.00,75.30,120.00,0.36,80.10,50.10,2630.00,24.70,50.50,3100.00,23.10,66.40,250.00,343.00,94.80,77.30,32.10,8.84,25.90,6.65,18.50,1.65,33.20,13.90,24.30,1.44,18.40,2.25,4.83,2.24,0.02,0.82,0.10,53.50,43.50,62.70,53.20,20.10,62.70,22.60,42.30,38.40,47.80,51.50,40.80,17.70,0.00
